 
ZENNER DO BRASIL INSTRUMENTOS DE MEDICAO LTDA    FILIAL: ZRB;                                                                    13/04/26 17:33 PAGINA:   1/1
RELATORIO VINCULO DE LACRE COM O LOTE;LACRES: 0 A 999999999;
________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________;
COD. LACRE;LACRE;DATA VINCULO;SEQ. LOTE;TIPO;LOTE PRODUTO;COD. INMETRO;LOTE INMETRO;
519988;ECJ6730794;01/04/2025;605617;G;C24Z0039357S;360266;FO119467;
519989;ECJ6730800;01/04/2025;605622;G;C24Z0039362S;360267;FO119468;
519990;ECJ6730812;01/04/2025;605577;G;C24Z0039317S;360268;FO119469;
519991;ECJ6730824;01/04/2025;605603;G;C24Z0039343S;360269;FO119470;
519992;ECJ6730836;01/04/2025;605613;G;C24Z0039353S;360279;FO119480;
519993;ECJ6730848;01/04/2025;605612;G;C24Z0039352S;360278;FO119479;
519994;ECJ6730850;01/04/2025;605611;G;C24Z0039351S;360277;FO119478;
519995;ECJ6730861;01/04/2025;605610;G;C24Z0039350S;360276;FO119477;
519996;ECJ6730873;01/04/2025;605609;G;C24Z0039349S;360275;FO119476;
519997;ECJ6730885;01/04/2025;605608;G;C24Z0039348S;360274;FO119475;
519998;ECJ6730897;01/04/2025;605607;G;C24Z0039347S;360273;FO119474;
519999;ECJ6730903;01/04/2025;605606;G;C24Z0039346S;360272;FO119473;
520000;ECJ6730915;01/04/2025;605605;G;C24Z0039345S;360271;FO119472;
520001;ECJ6730927;01/04/2025;605604;G;C24Z0039344S;360270;FO119471;
520002;ECJ6730939;01/04/2025;605636;G;C24Z0039376S;360280;FO119481;
520003;ECJ6730940;01/04/2025;605638;G;C24Z0039378S;360281;FO119482;
520004;ECJ6730952;01/04/2025;605639;G;C24Z0039379S;360282;FO119483;
520005;ECJ6730964;01/04/2025;605596;G;C24Z0039336S;360283;FO119484;
520006;ECJ6730976;01/04/2025;605602;G;C24Z0039342S;360284;FO119485;
520007;ECJ6730988;01/04/2025;605623;G;C24Z0039363S;360285;FO119486;
520008;ECJ6730990;01/04/2025;605624;G;C24Z0039364S;360286;FO119487;
520009;ECJ6731002;01/04/2025;605625;G;C24Z0039365S;360287;FO119488;
520010;ECJ6731014;01/04/2025;605626;G;C24Z0039366S;360288;FO119489;
520011;ECJ6731026;01/04/2025;605627;G;C24Z0039367S;360289;FO119490;
520012;ECJ6731038;01/04/2025;605628;G;C24Z0039368S;360290;FO119491;
520013;ECJ6731040;01/04/2025;605629;G;C24Z0039369S;360291;FO119492;
520014;ECJ6731051;01/04/2025;605630;G;C24Z0039370S;360292;FO119493;
520015;ECJ6731063;01/04/2025;605631;G;C24Z0039371S;360293;FO119494;
520016;ECJ6731075;01/04/2025;605632;G;C24Z0039372S;360294;FO119495;
520017;ECJ6731087;01/04/2025;605429;G;C24Z0039169S;360295;FO119496;
520018;ECJ6731099;01/04/2025;605404;G;C24Z0039144S;360296;FO119497;
520019;ECJ6731105;01/04/2025;605618;G;C24Z0039358S;360297;FO119498;
520020;ECJ6731117;01/04/2025;605619;G;C24Z0039359S;360298;FO119499;
520021;ECJ6731129;01/04/2025;605620;G;C24Z0039360S;360299;FO119500;
520022;ECJ6731130;01/04/2025;605621;G;C24Z0039361S;360300;FO119501;
520023;ECJ6731142;01/04/2025;605642;G;C24Z0039382S;360301;FO119502;
520024;ECJ6731154;01/04/2025;605643;G;C24Z0039383S;360302;FO119503;
520025;ECJ6731166;01/04/2025;605644;G;C24Z0039384S;360303;FO119504;
520026;ECJ6731178;01/04/2025;605645;G;C24Z0039385S;360304;FO119505;
520027;ECJ6731180;01/04/2025;605646;G;C24Z0039386S;360305;FO119506;
520028;ECJ6731191;01/04/2025;605583;G;C24Z0039323S;360306;FO119507;
520029;ECJ6731208;01/04/2025;605588;G;C24Z0039328S;360307;FO119508;
520030;ECJ6731210;01/04/2025;605589;G;C24Z0039329S;360308;FO119509;
520031;ECJ6731221;01/04/2025;605633;G;C24Z0039373S;360309;FO119510;
520032;ECJ6731233;01/04/2025;605634;G;C24Z0039374S;360310;FO119511;
520033;ECJ6731245;01/04/2025;605635;G;C24Z0039375S;360311;FO119512;
520034;ECJ6731257;01/04/2025;605637;G;C24Z0039377S;360312;FO119513;
520035;ECJ6731269;01/04/2025;605640;G;C24Z0039380S;360313;FO119514;
520036;ECJ6731270;01/04/2025;605641;G;C24Z0039381S;360314;FO119515;
520037;ECJ6731282;01/04/2025;605659;G;C24Z0039399S;360315;FO119516;
520038;ECJ6731294;01/04/2025;605661;G;C24Z0039401S;360316;FO119517;
520039;ECJ6731300;01/04/2025;605647;G;C24Z0039387S;360317;FO119518;
520040;ECJ6731312;01/04/2025;605648;G;C24Z0039388S;360318;FO119519;
520041;ECJ6731324;01/04/2025;605649;G;C24Z0039389S;360319;FO119520;
520042;ECJ6731336;01/04/2025;605651;G;C24Z0039391S;360320;FO119521;
520043;ECJ6731348;01/04/2025;605652;G;C24Z0039392S;360321;FO119522;
520044;ECJ6731350;01/04/2025;605653;G;C24Z0039393S;360322;FO119523;
520045;ECJ6731361;01/04/2025;605654;G;C24Z0039394S;360323;FO119524;
520046;ECJ6731373;01/04/2025;605655;G;C24Z0039395S;360324;FO119525;
520047;ECJ6731385;01/04/2025;605656;G;C24Z0039396S;360325;FO119526;
520048;ECJ6731397;01/04/2025;605657;G;C24Z0039397S;360326;FO119527;
520049;ECJ6731403;01/04/2025;605658;G;C24Z0039398S;360327;FO119528;
520050;ECJ6731415;01/04/2025;605675;G;C24Z0039415S;360337;FO119538;
520051;ECJ6731427;01/04/2025;605674;G;C24Z0039414S;360336;FO119537;
520052;ECJ6731439;01/04/2025;605677;G;C24Z0039417S;360335;FO119536;
520053;ECJ6731440;01/04/2025;605678;G;C24Z0039418S;360334;FO119535;
520054;ECJ6731452;01/04/2025;605679;G;C24Z0039419S;360333;FO119534;
520055;ECJ6731464;01/04/2025;605680;G;C24Z0039420S;360332;FO119533;
520056;ECJ6731476;01/04/2025;605681;G;C24Z0039421S;360331;FO119532;
520057;ECJ6731488;01/04/2025;605682;G;C24Z0039422S;360330;FO119531;
520058;ECJ6731490;01/04/2025;605683;G;C24Z0039423S;360329;FO119530;
520059;ECJ6731506;01/04/2025;605684;G;C24Z0039424S;360328;FO119529;
520060;ECJ6731518;01/04/2025;605662;G;C24Z0039402S;360338;FO119539;
520060;ECJ6731518;01/04/2025;605662;G;C24Z0039402S;360340;FO119541;
520061;ECJ6731520;01/04/2025;605663;G;C24Z0039403S;360339;FO119540;
520062;ECJ6731531;01/04/2025;605664;G;C24Z0039404S;360341;FO119542;
520063;ECJ6731543;01/04/2025;605665;G;C24Z0039405S;360342;FO119543;
520064;ECJ6731555;01/04/2025;605666;G;C24Z0039406S;360343;FO119544;
520065;ECJ6731567;01/04/2025;605667;G;C24Z0039407S;360344;FO119545;
520066;ECJ6731579;01/04/2025;605668;G;C24Z0039408S;360345;FO119546;
520067;ECJ6731580;01/04/2025;605669;G;C24Z0039409S;360346;FO119547;
520068;ECJ6731592;01/04/2025;605670;G;C24Z0039410S;360347;FO119548;
520069;ECJ6731609;01/04/2025;605671;G;C24Z0039411S;360348;FO119549;
520070;ECJ6731610;01/04/2025;605672;G;C24Z0039412S;360349;FO119550;
520071;ECJ6731622;01/04/2025;605673;G;C24Z0039413S;360350;FO119551;
520072;ECJ6731634;01/04/2025;605660;G;C24Z0039400S;360351;FO119552;
520073;ECJ6731646;01/04/2025;605697;G;C24Z0039437S;360352;FO119553;
520074;ECJ6731658;01/04/2025;605698;G;C24Z0039438S;360353;FO119554;
520075;ECJ6731660;01/04/2025;605696;G;C24Z0039436S;360354;FO119555;
520076;ECJ6731671;01/04/2025;605703;G;C24Z0039443S;360355;FO119556;
520077;ECJ6731683;01/04/2025;605700;G;C24Z0039440S;360356;FO119557;
520078;ECJ6731695;01/04/2025;605702;G;C24Z0039442S;360357;FO119558;
520079;ECJ6731701;01/04/2025;605705;G;C24Z0039445S;360358;FO119559;
520080;ECJ6731713;01/04/2025;605701;G;C24Z0039441S;360359;FO119560;
520081;ECJ6731725;01/04/2025;605685;G;C24Z0039425S;360360;FO119561;
520081;ECJ6731725;01/04/2025;605685;G;C24Z0039425S;360362;FO119563;
520082;ECJ6731737;01/04/2025;605686;G;C24Z0039426S;360361;FO119562;
520083;ECJ6731749;01/04/2025;605687;G;C24Z0039427S;360363;FO119564;
520084;ECJ6731750;01/04/2025;605688;G;C24Z0039428S;360364;FO119565;
520085;ECJ6731762;01/04/2025;605689;G;C24Z0039429S;360365;FO119566;
520086;ECJ6731774;01/04/2025;605690;G;C24Z0039430S;360366;FO119567;
520087;ECJ6731786;01/04/2025;605691;G;C24Z0039431S;360367;FO119568;
520088;ECJ6731798;01/04/2025;605692;G;C24Z0039432S;360368;FO119569;
520089;ECJ6731804;01/04/2025;605693;G;C24Z0039433S;360369;FO119570;
520090;ECJ6731816;01/04/2025;605695;G;C24Z0039435S;360370;FO119571;
520091;ECJ6731828;01/04/2025;605615;G;C24Z0039355S;360371;FO119572;
520092;ECJ6731830;01/04/2025;605676;G;C24Z0039416S;360372;FO119573;
520093;ECJ6731841;01/04/2025;605709;G;C24Z0039449S;360373;FO119574;
520094;ECJ6731853;01/04/2025;605708;G;C24Z0039448S;360374;FO119575;
520095;ECJ6731865;01/04/2025;605711;G;C24Z0039451S;360375;FO119576;
520096;ECJ6731877;01/04/2025;605710;G;C24Z0039450S;360376;FO119577;
520097;ECJ6731889;01/04/2025;605706;G;C24Z0039446S;360377;FO119578;
520098;ECJ6731890;01/04/2025;605712;G;C24Z0039452S;360378;FO119579;
520099;ECJ6731907;01/04/2025;605714;G;C24Z0039454S;360379;FO119580;
520100;ECJ6731919;01/04/2025;605716;G;C24Z0039456S;360380;FO119581;
520101;ECJ6731920;01/04/2025;605713;G;C24Z0039453S;360381;FO119582;
520102;ECJ6731932;01/04/2025;605715;G;C24Z0039455S;360382;FO119583;
520103;ECJ6731944;01/04/2025;605718;G;C24Z0039458S;360383;FO119584;
520104;ECJ6731956;01/04/2025;605719;G;C24Z0039459S;360384;FO119585;
520105;ECJ6731968;01/04/2025;605720;G;C24Z0039460S;360385;FO119586;
520106;ECJ6731970;01/04/2025;605721;G;C24Z0039461S;360386;FO119587;
520107;ECJ6731981;01/04/2025;605722;G;C24Z0039462S;360387;FO119588;
520108;ECJ6731993;01/04/2025;605723;G;C24Z0039463S;360388;FO119589;
520109;ECJ6732006;01/04/2025;605724;G;C24Z0039464S;360389;FO119590;
520110;ECJ6732018;01/04/2025;605725;G;C24Z0039465S;360390;FO119591;
520111;ECJ6732020;01/04/2025;605726;G;C24Z0039466S;360391;FO119592;
520112;ECJ6732031;01/04/2025;605728;G;C24Z0039468S;360393;FO119594;
520113;ECJ6732043;01/04/2025;605727;G;C24Z0039467S;360392;FO119593;
520114;ECJ6732055;01/04/2025;605699;G;C24Z0039439S;360394;FO119595;
520115;ECJ6732067;01/04/2025;605704;G;C24Z0039444S;360395;FO119596;
520116;ECJ6732079;01/04/2025;605707;G;C24Z0039447S;360396;FO119597;
520117;ECJ6732080;01/04/2025;605729;G;C24Z0039469S;360397;FO119598;
520118;ECJ6732092;01/04/2025;605732;G;C24Z0039472S;360398;FO119599;
520119;ECJ6732109;01/04/2025;605734;G;C24Z0039474S;360399;FO119600;
520120;ECJ6732110;01/04/2025;605730;G;C24Z0039470S;360400;FO119601;
520121;ECJ6732122;01/04/2025;605717;G;C24Z0039457S;360401;FO119602;
520122;ECJ6732134;01/04/2025;605731;G;C24Z0039471S;360402;FO119603;
520123;ECJ6732146;01/04/2025;605753;G;C24Z0039493S;360403;FO119604;
520124;ECJ6732158;01/04/2025;605650;G;C24Z0039390S;360404;FO119605;
520125;ECJ6732160;01/04/2025;605694;G;C24Z0039434S;360405;FO119606;
520126;ECJ6732171;01/04/2025;605736;G;C24Z0039476S;360406;FO119607;
520127;ECJ6732183;01/04/2025;605737;G;C24Z0039477S;360407;FO119608;
520128;ECJ6732195;01/04/2025;605738;G;C24Z0039478S;360408;FO119609;
520129;ECJ6732201;01/04/2025;605739;G;C24Z0039479S;360409;FO119610;
520130;ECJ6732213;01/04/2025;605740;G;C24Z0039480S;360410;FO119611;
520131;ECJ6732225;01/04/2025;605741;G;C24Z0039481S;360411;FO119612;
520132;ECJ6732237;01/04/2025;605743;G;C24Z0039483S;360412;FO119613;
520133;ECJ6732249;01/04/2025;605744;G;C24Z0039484S;360413;FO119614;
520134;ECJ6732250;01/04/2025;605745;G;C24Z0039485S;360414;FO119615;
520135;ECJ6732262;01/04/2025;605750;G;C24Z0039490S;360415;FO119616;
520136;ECJ6732274;01/04/2025;605752;G;C24Z0039492S;360416;FO119617;
520137;ECJ6732286;01/04/2025;605749;G;C24Z0039489S;360417;FO119618;
520138;ECJ6732298;01/04/2025;605748;G;C24Z0039488S;360418;FO119619;
520139;ECJ6732304;01/04/2025;605747;G;C24Z0039487S;360419;FO119620;
520140;ECJ6732316;01/04/2025;605735;G;C24Z0039475S;360420;FO119621;
520141;ECJ6732328;01/04/2025;605757;G;C24Z0039497S;360421;FO119622;
520142;ECJ6732330;01/04/2025;605754;G;C24Z0039494S;360422;FO119623;
520143;ECJ6732341;01/04/2025;605755;G;C24Z0039495S;360423;FO119624;
520144;ECJ6732353;01/04/2025;605756;G;C24Z0039496S;360424;FO119625;
520145;ECJ6732365;01/04/2025;605761;G;C24Z0039501S;360425;FO119626;
520146;ECJ6732377;01/04/2025;605762;G;C24Z0039502S;360426;FO119627;
520147;ECJ6732389;01/04/2025;605763;G;C24Z0039503S;360427;FO119628;
520148;ECJ6732390;01/04/2025;605764;G;C24Z0039504S;360428;FO119629;
520149;ECJ6732407;01/04/2025;605765;G;C24Z0039505S;360429;FO119630;
520150;ECJ6732419;01/04/2025;605766;G;C24Z0039506S;360430;FO119631;
520151;ECJ6732420;01/04/2025;605767;G;C24Z0039507S;360431;FO119632;
520152;ECJ6732432;01/04/2025;605768;G;C24Z0039508S;360432;FO119633;
520153;ECJ6732444;01/04/2025;605769;G;C24Z0039509S;360433;FO119634;
520154;ECJ6732456;01/04/2025;605770;G;C24Z0039510S;360434;FO119635;
520155;ECJ6732468;01/04/2025;605733;G;C24Z0039473S;360435;FO119636;
520156;ECJ6732470;01/04/2025;605751;G;C24Z0039491S;360436;FO119637;
520157;ECJ6732481;01/04/2025;605771;G;C24Z0039511S;360437;FO119638;
520158;ECJ6732493;01/04/2025;605776;G;C24Z0039516S;360438;FO119639;
520159;ECJ6732500;01/04/2025;605746;G;C24Z0039486S;360439;FO119640;
520160;ECJ6732511;01/04/2025;605772;G;C24Z0039512S;360440;FO119641;
520161;ECJ6732523;01/04/2025;605773;G;C24Z0039513S;360441;FO119642;
520162;ECJ6732535;01/04/2025;605777;G;C24Z0039517S;360442;FO119643;
520163;ECJ6732547;01/04/2025;605758;G;C24Z0039498S;360443;FO119644;
520164;ECJ6732559;01/04/2025;605781;G;C24Z0039521S;360444;FO119645;
520165;ECJ6732560;01/04/2025;605780;G;C24Z0039520S;360445;FO119646;
520166;ECJ6732572;01/04/2025;605742;G;C24Z0039482S;360446;FO119647;
520167;ECJ6732584;01/04/2025;605778;G;C24Z0039518S;360447;FO119648;
520168;ECJ6732596;01/04/2025;605782;G;C24Z0039522S;360448;FO119649;
520169;ECJ6732602;01/04/2025;605783;G;C24Z0039523S;360449;FO119650;
520170;ECJ6732614;01/04/2025;605784;G;C24Z0039524S;360450;FO119651;
520171;ECJ6732626;01/04/2025;605785;G;C24Z0039525S;360451;FO119652;
520172;ECJ6732638;01/04/2025;605786;G;C24Z0039526S;360452;FO119653;
520173;ECJ6732640;01/04/2025;605787;G;C24Z0039527S;360453;FO119654;
520174;ECJ6732651;01/04/2025;605788;G;C24Z0039528S;360454;FO119655;
520175;ECJ6732663;01/04/2025;605789;G;C24Z0039529S;360455;FO119656;
520176;ECJ6732675;01/04/2025;605790;G;C24Z0039530S;360456;FO119657;
520177;ECJ6732687;01/04/2025;605791;G;C24Z0039531S;360457;FO119658;
520178;ECJ6732699;01/04/2025;605774;G;C24Z0039514S;360458;FO119659;
520179;ECJ6732705;01/04/2025;605775;G;C24Z0039515S;360459;FO119660;
520180;ECJ6732717;01/04/2025;605779;G;C24Z0039519S;360460;FO119661;
520181;ECJ6732729;01/04/2025;605792;G;C24Z0039532S;360461;FO119662;
520182;ECJ6732730;01/04/2025;605794;G;C24Z0039534S;360462;FO119663;
520183;ECJ6732742;01/04/2025;605795;G;C24Z0039535S;360463;FO119664;
520184;ECJ6732754;01/04/2025;605793;G;C24Z0039533S;360464;FO119665;
520185;ECJ6732766;01/04/2025;605801;G;C24Z0039541S;360465;FO119666;
520186;ECJ6732778;01/04/2025;605796;G;C24Z0039536S;360466;FO119667;
520187;ECJ6732780;01/04/2025;605799;G;C24Z0039539S;360467;FO119668;
520188;ECJ6732791;01/04/2025;605800;G;C24Z0039540S;360468;FO119669;
520189;ECJ6732808;01/04/2025;605797;G;C24Z0039537S;360470;FO119671;
520190;ECJ6732810;01/04/2025;605802;G;C24Z0039542S;360471;FO119672;
520191;ECJ6732821;01/04/2025;605760;G;C24Z0039500S;360469;FO119670;
520192;ECJ6732833;01/04/2025;605803;G;C24Z0039543S;360472;FO119673;
520193;ECJ6732845;01/04/2025;605804;G;C24Z0039544S;360473;FO119674;
520194;ECJ6732857;01/04/2025;605805;G;C24Z0039545S;360474;FO119675;
520195;ECJ6732869;01/04/2025;605806;G;C24Z0039546S;360475;FO119676;
520196;ECJ6732870;01/04/2025;605807;G;C24Z0039547S;360476;FO119677;
520197;ECJ6732882;01/04/2025;605808;G;C24Z0039548S;360477;FO119678;
520198;ECJ6732894;01/04/2025;605809;G;C24Z0039549S;360478;FO119679;
520199;ECJ6732900;01/04/2025;605810;G;C24Z0039550S;360479;FO119680;
520200;ECJ6732912;01/04/2025;605811;G;C24Z0039551S;360480;FO119681;
520201;ECJ6732924;01/04/2025;605812;G;C24Z0039552S;360481;FO119682;
520202;ECJ6732936;01/04/2025;605813;G;C24Z0039553S;360482;FO119683;
520203;ECJ6732948;01/04/2025;605816;G;C24Z0039556S;360483;FO119684;
520204;ECJ6732950;01/04/2025;605817;G;C24Z0039557S;360484;FO119685;
520205;ECJ6732961;01/04/2025;605819;G;C24Z0039559S;360485;FO119686;
520206;ECJ6732973;01/04/2025;605814;G;C24Z0039554S;360486;FO119687;
520207;ECJ6732985;01/04/2025;605818;G;C24Z0039558S;360487;FO119688;
520208;ECJ6732997;01/04/2025;605815;G;C24Z0039555S;360488;FO119689;
520209;ECJ6733000;01/04/2025;605820;G;C24Z0039560S;360489;FO119690;
520210;ECJ6733011;01/04/2025;605824;G;C24Z0039564S;360490;FO119691;
520211;ECJ6733023;01/04/2025;605822;G;C24Z0039562S;360491;FO119692;
520212;ECJ6733035;01/04/2025;605823;G;C24Z0039563S;360492;FO119693;
520213;ECJ6733047;01/04/2025;605825;G;C24Z0039565S;360493;FO119694;
520214;ECJ6733059;01/04/2025;605826;G;C24Z0039566S;360494;FO119695;
520215;ECJ6733060;01/04/2025;605827;G;C24Z0039567S;360495;FO119696;
520216;ECJ6733072;01/04/2025;605828;G;C24Z0039568S;360496;FO119697;
520217;ECJ6733084;01/04/2025;605829;G;C24Z0039569S;360497;FO119698;
520218;ECJ6733096;01/04/2025;605830;G;C24Z0039570S;360498;FO119699;
520219;ECJ6733102;01/04/2025;605831;G;C24Z0039571S;360499;FO119700;
520220;ECJ6733114;01/04/2025;605832;G;C24Z0039572S;360500;FO119701;
520221;ECJ6733126;01/04/2025;605833;G;C24Z0039573S;360501;FO119702;
520222;ECJ6733138;01/04/2025;605834;G;C24Z0039574S;360502;FO119703;
520223;ECJ6733140;01/04/2025;605835;G;C24Z0039575S;360503;FO119704;
520224;ECJ6733151;01/04/2025;605844;G;C24Z0039584S;360504;FO119705;
520225;ECJ6733163;01/04/2025;605845;G;C24Z0039585S;360505;FO119706;
520226;ECJ6733175;01/04/2025;605848;G;C24Z0039588S;360506;FO119707;
520227;ECJ6733187;01/04/2025;605850;G;C24Z0039590S;360507;FO119708;
520228;ECJ6733199;01/04/2025;605851;G;C24Z0039591S;360508;FO119709;
520229;ECJ6733205;01/04/2025;605852;G;C24Z0039592S;360509;FO119710;
520230;ECJ6733217;01/04/2025;605854;G;C24Z0039594S;360510;FO119711;
520231;ECJ6733229;01/04/2025;605855;G;C24Z0039595S;360511;FO119712;
520232;ECJ6733230;01/04/2025;605856;G;C24Z0039596S;360512;FO119713;
520233;ECJ6733242;01/04/2025;605798;G;C24Z0039538S;360513;FO119714;
520234;ECJ6733254;01/04/2025;605836;G;C24Z0039576S;360514;FO119715;
520235;ECJ6733266;01/04/2025;605837;G;C24Z0039577S;360515;FO119716;
520236;ECJ6733278;01/04/2025;605838;G;C24Z0039578S;360516;FO119717;
520237;ECJ6733280;01/04/2025;605840;G;C24Z0039580S;360517;FO119718;
520238;ECJ6733291;01/04/2025;605841;G;C24Z0039581S;360518;FO119719;
520239;ECJ6733308;01/04/2025;605842;G;C24Z0039582S;360519;FO119720;
520240;ECJ6733310;01/04/2025;605839;G;C24Z0039579S;360520;FO119721;
520241;ECJ6733321;01/04/2025;605843;G;C24Z0039583S;360521;FO119722;
520242;ECJ6733333;01/04/2025;605847;G;C24Z0039587S;360522;FO119723;
520243;ECJ6733345;01/04/2025;605846;G;C24Z0039586S;360523;FO119724;
520244;ECJ6733357;01/04/2025;605876;G;C24Z0039616S;360524;FO119725;
520245;ECJ6733369;01/04/2025;605874;G;C24Z0039614S;360525;FO119726;
520246;ECJ6733370;01/04/2025;605877;G;C24Z0039617S;360526;FO119727;
520247;ECJ6733382;01/04/2025;605878;G;C24Z0039618S;360527;FO119728;
520248;ECJ6733394;01/04/2025;605875;G;C24Z0039615S;360528;FO119729;
520249;ECJ6733400;01/04/2025;605879;G;C24Z0039619S;360529;FO119730;
520250;ECJ6733412;01/04/2025;605869;G;C24Z0039609S;360530;FO119731;
520251;ECJ6733424;01/04/2025;605873;G;C24Z0039613S;360531;FO119732;
520252;ECJ6733436;01/04/2025;605872;G;C24Z0039612S;360532;FO119733;
520253;ECJ6733448;01/04/2025;605868;G;C24Z0039608S;360533;FO119734;
520254;ECJ6733450;01/04/2025;605858;G;C24Z0039598S;360534;FO119735;
520255;ECJ6733461;01/04/2025;605859;G;C24Z0039599S;360535;FO119736;
520256;ECJ6733473;01/04/2025;605860;G;C24Z0039600S;360536;FO119737;
520257;ECJ6733485;01/04/2025;605862;G;C24Z0039602S;360537;FO119738;
520258;ECJ6733497;01/04/2025;605863;G;C24Z0039603S;360538;FO119739;
520259;ECJ6733503;01/04/2025;605864;G;C24Z0039604S;360539;FO119740;
520260;ECJ6733515;01/04/2025;605865;G;C24Z0039605S;360540;FO119741;
520261;ECJ6733527;01/04/2025;605866;G;C24Z0039606S;360541;FO119742;
520262;ECJ6733539;01/04/2025;605867;G;C24Z0039607S;360542;FO119743;
520263;ECJ6733540;01/04/2025;605870;G;C24Z0039610S;360543;FO119744;
520264;ECJ6733552;01/04/2025;605880;G;C24Z0039620S;360544;FO119745;
520265;ECJ6733564;01/04/2025;605890;G;C24Z0039630S;360545;FO119746;
520265;ECJ6733564;01/04/2025;605890;G;C24Z0039630S;360546;FO119747;
520266;ECJ6733576;01/04/2025;605891;G;C24Z0039631S;360547;FO119748;
520267;ECJ6733588;01/04/2025;605892;G;C24Z0039632S;360548;FO119749;
520268;ECJ6733590;01/04/2025;605893;G;C24Z0039633S;360549;FO119750;
520269;ECJ6733606;01/04/2025;605894;G;C24Z0039634S;360550;FO119751;
520270;ECJ6733618;01/04/2025;605895;G;C24Z0039635S;360551;FO119752;
520271;ECJ6733620;01/04/2025;605897;G;C24Z0039637S;360552;FO119753;
520272;ECJ6733631;01/04/2025;605898;G;C24Z0039638S;360553;FO119754;
520273;ECJ6733643;01/04/2025;605899;G;C24Z0039639S;360554;FO119755;
520274;ECJ6733655;01/04/2025;605853;G;C24Z0039593S;360555;FO119756;
520275;ECJ6733667;01/04/2025;605857;G;C24Z0039597S;360556;FO119757;
520276;ECJ6733679;01/04/2025;605759;G;C24Z0039499S;360557;FO119758;
520277;ECJ6733680;01/04/2025;605881;G;C24Z0039621S;360558;FO119759;
520278;ECJ6733692;01/04/2025;605882;G;C24Z0039622S;360559;FO119760;
520279;ECJ6733709;01/04/2025;605883;G;C24Z0039623S;360560;FO119761;
520280;ECJ6733710;01/04/2025;605884;G;C24Z0039624S;360561;FO119762;
520281;ECJ6733722;01/04/2025;605885;G;C24Z0039625S;360562;FO119763;
520282;ECJ6733734;01/04/2025;605886;G;C24Z0039626S;360563;FO119764;
520283;ECJ6733746;01/04/2025;605887;G;C24Z0039627S;360564;FO119765;
520284;ECJ6733758;01/04/2025;605888;G;C24Z0039628S;360565;FO119766;
520285;ECJ6733760;08/04/2025;605889;G;C24Z0039629S;362865;FO122066;
520286;ECJ6733771;01/04/2025;605902;G;C24Z0039642S;360566;FO119767;
520287;ECJ6733783;01/04/2025;605903;G;C24Z0039643S;360567;FO119768;
520288;ECJ6733795;01/04/2025;605904;G;C24Z0039644S;360568;FO119769;
520289;ECJ6733801;01/04/2025;605905;G;C24Z0039645S;360569;FO119770;
520290;ECJ6733813;01/04/2025;605906;G;C24Z0039646S;360570;FO119771;
520291;ECJ6733825;01/04/2025;605907;G;C24Z0039647S;360571;FO119772;
520292;ECJ6733837;01/04/2025;605908;G;C24Z0039648S;360572;FO119773;
520293;ECJ6733849;01/04/2025;605909;G;C24Z0039649S;360573;FO119774;
520294;ECJ6733850;01/04/2025;605910;G;C24Z0039650S;360574;FO119775;
520295;ECJ6733862;01/04/2025;605861;G;C24Z0039601S;360575;FO119776;
520296;ECJ6733874;01/04/2025;605911;G;C24Z0039651S;360576;FO119777;
520297;ECJ6733886;01/04/2025;605912;G;C24Z0039652S;360577;FO119778;
520298;ECJ6733898;01/04/2025;605913;G;C24Z0039653S;360578;FO119779;
520299;ECJ6733904;01/04/2025;605914;G;C24Z0039654S;360579;FO119780;
520300;ECJ6733916;01/04/2025;605915;G;C24Z0039655S;360580;FO119781;
520301;ECJ6733928;01/04/2025;605916;G;C24Z0039656S;360581;FO119782;
520302;ECJ6733930;01/04/2025;605917;G;C24Z0039657S;360582;FO119783;
520303;ECJ6733941;01/04/2025;605918;G;C24Z0039658S;360583;FO119784;
520304;ECJ6733953;01/04/2025;605919;G;C24Z0039659S;360584;FO119785;
520305;ECJ6733965;01/04/2025;605921;G;C24Z0039661S;360585;FO119786;
520306;ECJ6733977;01/04/2025;605933;G;C24Z0039673S;360591;FO119792;
520307;ECJ6733989;01/04/2025;605932;G;C24Z0039672S;360590;FO119791;
520308;ECJ6733990;01/04/2025;605931;G;C24Z0039671S;360589;FO119790;
520309;ECJ6734003;01/04/2025;605821;G;C24Z0039561S;360586;FO119787;
520310;ECJ6734015;01/04/2025;605871;G;C24Z0039611S;360587;FO119788;
520311;ECJ6734027;01/04/2025;605901;G;C24Z0039641S;360588;FO119789;
520312;ECJ6734039;01/04/2025;605922;G;C24Z0039662S;360602;FO119803;
520313;ECJ6734040;01/04/2025;605896;G;C24Z0039636S;360600;FO119801;
520313;ECJ6734040;01/04/2025;605896;G;C24Z0039636S;360601;FO119802;
520314;ECJ6734052;01/04/2025;605942;G;C24Z0039682S;360599;FO119800;
520315;ECJ6734064;01/04/2025;605941;G;C24Z0039681S;360598;FO119799;
520316;ECJ6734076;01/04/2025;605939;G;C24Z0039679S;360597;FO119798;
520317;ECJ6734088;01/04/2025;605938;G;C24Z0039678S;360596;FO119797;
520318;ECJ6734090;01/04/2025;605937;G;C24Z0039677S;360595;FO119796;
520319;ECJ6734106;01/04/2025;605936;G;C24Z0039676S;360594;FO119795;
